Mod:Item:MetaData, Localized Name
minecraft:spawn_egg:345, Spawn Phantom
minecraft:spawn_egg:346, Spawn Wasp
minecraft:spawn_egg:347, Spawn Bird
minecraft:spawn_egg:348, Spawn Pixie
minecraft:spawn_egg:5, Spawn Enderminy
minecraft:spawn_egg:6, Spawn Concussion Creeper
minecraft:spawn_egg:7, Spawn Fallen Knight
minecraft:spawn_egg:23, Spawn Fallen Steed
minecraft:spawn_egg:24, Spawn Wither Witch
minecraft:spawn_egg:25, Spawn Wither Cat
minecraft:spawn_egg:26, Spawn Dire Wolf
minecraft:spawn_egg:27, Spawn Khndrel Keght
minecraft:spawn_egg:29, Spawn Nuclear Monster
minecraft:spawn_egg:30, Spawn Paul
minecraft:spawn_egg:31, Spawn Brian
minecraft:spawn_egg:901, Spawn Rocket Creeper
minecraft:spawn_egg:902, Spawn Festive Creeper
minecraft:spawn_egg:903, Spawn Support Creeper
minecraft:spawn_egg:904, Spawn Chameleon
minecraft:spawn_egg:905, Spawn Treasure Slime
minecraft:spawn_egg:906, Spawn Haunted Tool
minecraft:spawn_egg:907, Spawn Mimic Chest
minecraft:spawn_egg:908, Spawn Bewitched Tome
minecraft:spawn_egg:909, Spawn Traveling Merchant
minecraft:spawn_egg:910, Spawn Lost Miner
minecraft:spawn_egg:911, Spawn Brain Slime
minecraft:spawn_egg:912, Spawn Skeleton Warrior
minecraft:spawn_egg:913, Spawn Mother Spider
minecraft:spawn_egg:915, Spawn Blazing Juggernaut
minecraft:spawn_egg:916, Spawn Sheepman
minecraft:spawn_egg:918, Spawn Summoner
minecraft:spawn_egg:920, Spawn Sheepman Smith
minecraft:spawn_egg:921, Spawn Lily Lurker
minecraft:spawn_egg:6396, Spawn Demon
minecraft:spawn_egg:6397, Spawn Mandrake
minecraft:spawn_egg:6398, Spawn Treefyd
minecraft:spawn_egg:6399, Spawn Horned Huntsman
minecraft:spawn_egg:6400, Spawn Ent
minecraft:spawn_egg:6401, Spawn Owl
minecraft:spawn_egg:6402, Spawn Toad
minecraft:spawn_egg:6403, Spawn Baba Yaga
minecraft:spawn_egg:6404, Spawn Coven Witch
minecraft:spawn_egg:6405, Spawn Nightmare
minecraft:spawn_egg:6406, Spawn Spectre
minecraft:spawn_egg:6407, Spawn Poltergeist
minecraft:spawn_egg:6408, Spawn Banshee
minecraft:spawn_egg:6409, Spawn Spirit
minecraft:spawn_egg:6410, Spawn Death
minecraft:spawn_egg:6411, Spawn Witch Hunter
minecraft:spawn_egg:6412, Spawn Lord of Torment
minecraft:spawn_egg:6413, Spawn Flame Imp
minecraft:spawn_egg:6414, Spawn Minedrake
minecraft:spawn_egg:6415, Spawn Hobgoblin
minecraft:spawn_egg:6416, Spawn Mog
minecraft:spawn_egg:6417, Spawn Gulg
minecraft:spawn_egg:6418, Spawn Shade of Leonard
minecraft:spawn_egg:6419, Spawn Lost Soul
minecraft:spawn_egg:6420, Spawn Werewolf
minecraft:spawn_egg:6421, Spawn Hellhound
minecraft:spawn_egg:6422, Spawn Villager
minecraft:spawn_egg:6423, Spawn Guard
minecraft:spawn_egg:6424, Spawn Vampire
minecraft:spawn_egg:6425, Spawn Lilith
minecraft:spawn_egg:6426, Spawn Winged Monkey
minecraft:spawn_egg:6427, Spawn Reflection
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, TNT Cart
minecraft:hopper_minecart, Hopper Cart
abyssalcraft:crystallizer, Crystallizer
abyssalcraft:crystallizer_on, Crystallizer
abyssalcraft:dreadiumblock, Block of Dreadium
abyssalcraft:transmutator, Transmutator
abyssalcraft:transmutator_on, Transmutator
abyssalcraft:dreadguardspawner, Dreadguard Spawner Block
abyssalcraft:chagarothspawner, Cha'garoth Spawner Block
abyssalcraft:drtfence, Dreadlands Wood Fence
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
abyssalcraft:nitreore, Nitre Ore
abyssalcraft:abyiroore, Abyssal Iron Ore
abyssalcraft:abygolore, Abyssal Gold Ore
abyssalcraft:abydiaore, Abyssal Diamond Ore
abyssalcraft:abynitore, Abyssal Nitre Ore
abyssalcraft:abytinore, Abyssal Tin Ore
abyssalcraft:abycopore, Abyssal Copper Ore
abyssalcraft:abypcorore, Pearlescent Coralium Ore
abyssalcraft:abylcorore, Liquified Coralium Ore
abyssalcraft:solidlava, Solid lava
abyssalcraft:ethaxium, Ethaxium
abyssalcraft:ethaxiumbrick:0, §bEthaxium Brick
abyssalcraft:ethaxiumbrick:1, §bChiseled Ethaxium Brick
abyssalcraft:ethaxiumpillar, Ethaxium Pillar
abyssalcraft:ethaxiumbrickstairs, Ethaxium Brick Stairs
abyssalcraft:ethaxiumbrickslab1:0, §bEthaxium Brick Slab
abyssalcraft:ethaxiumbrickslab2:0, §bEthaxium Brick Doubleslab
abyssalcraft:ethaxiumfence, Ethaxium Brick Fence
abyssalcraft:ethaxiumblock, Block of Ethaxium
abyssalcraft:omotholstone, Omothol Stone
abyssalcraft:omotholportal, Omothol Gateway
abyssalcraft:omotholfire, Omothol Fire
abyssalcraft:engraver, Engraver
abyssalcraft:engraver_on, A House
abyssalcraft:materializer, Materializer
abyssalcraft:darkethaxiumbrick:0, §4Dark Ethaxium Brick
abyssalcraft:darkethaxiumbrick:1, §4Chiseled Dark Ethaxium Brick
abyssalcraft:darkethaxiumpillar, Dark Ethaxium Pillar
abyssalcraft:darkethaxiumbrickstairs, Dark Ethaxium Brick Stairs
abyssalcraft:darkethaxiumbrickslab1:0, §4Dark Ethaxium Brick Slab
abyssalcraft:darkethaxiumbrickslab2:0, §4Dark Ethaxium Brick Doubleslab
abyssalcraft:darkethaxiumbrickfence, Dark Ethaxium Brick Fence
abyssalcraft:ritualaltar:0, Ritual Altar
abyssalcraft:ritualaltar:1, Ritual Altar
abyssalcraft:ritualaltar:2, Ritual Altar
abyssalcraft:ritualaltar:3, Ritual Altar
abyssalcraft:ritualaltar:4, Ritual Altar
abyssalcraft:ritualaltar:5, Ritual Altar
abyssalcraft:ritualaltar:6, Ritual Altar
abyssalcraft:ritualaltar:7, Ritual Altar
abyssalcraft:ritualpedestal:0, Ritual Pedestal
abyssalcraft:ritualpedestal:1, Ritual Pedestal
abyssalcraft:ritualpedestal:2, Ritual Pedestal
abyssalcraft:ritualpedestal:3, Ritual Pedestal
abyssalcraft:ritualpedestal:4, Ritual Pedestal
abyssalcraft:ritualpedestal:5, Ritual Pedestal
abyssalcraft:ritualpedestal:6, Ritual Pedestal
abyssalcraft:ritualpedestal:7, Ritual Pedestal
abyssalcraft:shoggothblock, Shoggoth Ooze
abyssalcraft:cthulhustatue, Cthulhu Statue
abyssalcraft:hasturstatue, Hastur Statue
abyssalcraft:jzahatstatue, J'zahar Statue
abyssalcraft:azathothstatue, Azathoth Statue
abyssalcraft:nyarlathotepstatue, Nyarlathotep Statue
abyssalcraft:yogsothothstatue, Yog-Sothoth Statue
abyssalcraft:shubniggurathstatue, Shub-Niggurath Statue
abyssalcraft:monolithstone, Monolith Stone
abyssalcraft:shoggothbiomass, Shoggoth Biomass
abyssalcraft:energypedestal, Energy Pedestal
abyssalcraft:monolithpillar, Monolith Stone Pillar
abyssalcraft:sacrificialaltar, Sacrificial Altar
abyssalcraft:tieredenergypedestal:0, Overworld Energy Pedestal
abyssalcraft:tieredenergypedestal:1, Abyssal Wasteland Energy Pedestal
abyssalcraft:tieredenergypedestal:2, Dreadlands Energy Pedestal
abyssalcraft:tieredenergypedestal:3, Omothol Energy Pedestal
abyssalcraft:tieredsacrificialaltar:0, Overworld Sacrificial Altar
abyssalcraft:tieredsacrificialaltar:1, Abyssal Wasteland Sacrificial Altar
abyssalcraft:tieredsacrificialaltar:2, Dreadlands Sacrificial Altar
abyssalcraft:tieredsacrificialaltar:3, Omothol Sacrificial Altar
abyssalcraft:jzaharspawner, J'zahar Spawner Block
abyssalcraft:gatekeeperminionspawner, Minion of The Gatekeeper Spawner Block
abyssalcraft:fire, Fire
Thaumcraft:blockFluxGoo:0, Flux Goo
Thaumcraft:blockFluxGas:0, Flux Gas
Thaumcraft:blockFluidPure, Purifying Fluid
Thaumcraft:blockFluidDeath, Liquid Death
Thaumcraft:blockCustomOre:0, Cinnabar Ore
Thaumcraft:blockCustomOre:1, Air Infused Stone
Thaumcraft:blockCustomOre:2, Fire Infused Stone
Thaumcraft:blockCustomOre:3, Water Infused Stone
Thaumcraft:blockCustomOre:4, Earth Infused Stone
Thaumcraft:blockCustomOre:5, Order Infused Stone
Thaumcraft:blockCustomOre:6, Entropy Infused Stone
Thaumcraft:blockCustomOre:7, Amber Bearing Stone
Thaumcraft:blockMagicalLog:0, Greatwood Log
Thaumcraft:blockMagicalLog:1, Silverwood Log
Thaumcraft:blockMagicalLeaves:0, Greatwood Leaves
Thaumcraft:blockMagicalLeaves:1, Silverwood Leaves
Thaumcraft:blockCustomPlant:0, Greatwood Sapling
Thaumcraft:blockCustomPlant:1, Silverwood Sapling
Thaumcraft:blockCustomPlant:2, Shimmerleaf
Thaumcraft:blockCustomPlant:3, Cinderpearl
Thaumcraft:blockCustomPlant:4, Ethereal Bloom
Thaumcraft:blockCustomPlant:5, Vishroom
Thaumcraft:blockTaint:0, Crusted Taint
Thaumcraft:blockTaint:1, Tainted Soil
Thaumcraft:blockTaint:2, Block of Flesh
Thaumcraft:blockTaintFibres:0, Fibrous Taint
Thaumcraft:blockTaintFibres:1, Tainted Grass
Thaumcraft:blockTaintFibres:2, Tainted Plant
Thaumcraft:blockTaintFibres:3, Spore Stalk
Thaumcraft:blockCosmeticOpaque:0, Amber Block
Thaumcraft:blockCosmeticOpaque:1, Amber Bricks
Thaumcraft:blockCosmeticOpaque:2, Warded Glass
Thaumcraft:blockCosmeticSolid:0, Obsidian Totem
Thaumcraft:blockCosmeticSolid:1, Obsidian Tile
Thaumcraft:blockCosmeticSolid:2, Paving Stone of Travel
Thaumcraft:blockCosmeticSolid:3, Paving Stone of Warding
Thaumcraft:blockCosmeticSolid:4, Thaumium Block
Thaumcraft:blockCosmeticSolid:5, Tallow Block
Thaumcraft:blockCosmeticSolid:6, Arcane Stone Block
Thaumcraft:blockCosmeticSolid:7, Arcane Stone Bricks
Thaumcraft:blockCosmeticSolid:8, Charged Obsidian Totem
Thaumcraft:blockCosmeticSolid:9, Golem Fetter
Thaumcraft:blockCosmeticSolid:11, Ancient Stone
Thaumcraft:blockCosmeticSolid:12, Ancient Rock
Thaumcraft:blockCosmeticSolid:14, Crusted Stone
Thaumcraft:blockCosmeticSolid:15, Ancient Stone Pedestal
Thaumcraft:blockCrystal:0, Air Crystal Cluster
Thaumcraft:blockCrystal:1, Fire Crystal Cluster
Thaumcraft:blockCrystal:2, Water Crystal Cluster
Thaumcraft:blockCrystal:3, Earth Crystal Cluster
Thaumcraft:blockCrystal:4, Order Crystal Cluster
Thaumcraft:blockCrystal:5, Entropy Crystal Cluster
Thaumcraft:blockCrystal:6, Mixed Crystal Cluster
Thaumcraft:blockTube:0, Essentia Tube
Thaumcraft:blockTube:1, Essentia Valve
Thaumcraft:blockTube:2, Alchemical Centrifuge
Thaumcraft:blockTube:3, Filtered Essentia Tube
Thaumcraft:blockTube:4, Essentia Buffer
Thaumcraft:blockTube:5, Restricted Essentia Tube
Thaumcraft:blockTube:6, Directional Essentia Tube
Thaumcraft:blockTube:7, Essentia Crystallizer
Thaumcraft:blockMetalDevice:0, Crucible
Thaumcraft:blockMetalDevice:1, Arcane Alembic
Thaumcraft:blockMetalDevice:5, Item Grate
Thaumcraft:blockMetalDevice:7, Arcane Lamp
Thaumcraft:blockMetalDevice:8, Lamp of Growth
Thaumcraft:blockMetalDevice:13, Lamp of Fertility
Thaumcraft:blockMetalDevice:9, Alchemical Construct
Thaumcraft:blockMetalDevice:3, Advanced Alchemical Construct
Thaumcraft:blockMetalDevice:12, Mnemonic Matrix
Thaumcraft:blockMetalDevice:14, Vis Relay
Thaumcraft:blockMetalDevice:2, Vis Charge Relay
Thaumcraft:blockWoodenDevice:0, Arcane Bellows
Thaumcraft:blockWoodenDevice:1, Arcane Ear
Thaumcraft:blockWoodenDevice:2, Arcane Pressure Plate
Thaumcraft:blockWoodenDevice:4, Arcane Bore Base
Thaumcraft:blockWoodenDevice:5, Arcane Bore
Thaumcraft:blockWoodenDevice:6, Greatwood Planks
Thaumcraft:blockWoodenDevice:7, Silverwood Planks
Thaumcraft:blockWoodenDevice:8, Crimson Cult Banner
Thaumcraft:blockWoodenDevice:8, White Banner
Thaumcraft:blockWoodenDevice:8, Orange Banner
Thaumcraft:blockWoodenDevice:8, Magenta Banner
Thaumcraft:blockWoodenDevice:8, Light Blue Banner
Thaumcraft:blockWoodenDevice:8, Yellow Banner
Thaumcraft:blockWoodenDevice:8, Lime Banner
Thaumcraft:blockWoodenDevice:8, Pink Banner
Thaumcraft:blockWoodenDevice:8, Gray Banner
Thaumcraft:blockWoodenDevice:8, Light Gray Banner
Thaumcraft:blockWoodenDevice:8, Cyan Banner
Thaumcraft:blockWoodenDevice:8, Purple Banner
Thaumcraft:blockWoodenDevice:8, Blue Banner
Thaumcraft:blockWoodenDevice:8, Brown Banner
Thaumcraft:blockWoodenDevice:8, Green Banner
Thaumcraft:blockWoodenDevice:8, Red Banner
Thaumcraft:blockWoodenDevice:8, Black Banner
Thaumcraft:blockStoneDevice:0, Alchemical Furnace
Thaumcraft:blockStoneDevice:1, Arcane Pedestal
Thaumcraft:blockStoneDevice:2, Runic Matrix
Thaumcraft:blockStoneDevice:5, Wand Recharge Pedestal
Thaumcraft:blockStoneDevice:8, Compound Recharge Focus
Thaumcraft:blockStoneDevice:9, Node Stabilizer
Thaumcraft:blockStoneDevice:10, Advanced Node Stabilizer
Thaumcraft:blockStoneDevice:11, Node Transducer
Thaumcraft:blockStoneDevice:12, Arcane Spa
Thaumcraft:blockStoneDevice:13, Focal Manipulator
Thaumcraft:blockStoneDevice:14, Flux Scrubber
Thaumcraft:blockMirror:0, Magic Mirror
Thaumcraft:blockMirror:6, Essentia Mirror
Thaumcraft:blockTable:0, Table
Thaumcraft:blockTable:14, Deconstruction Table
Thaumcraft:blockTable:15, Arcane Worktable
Thaumcraft:blockChestHungry, Hungry Chest
Thaumcraft:blockArcaneDoor, Arcane Door
Thaumcraft:blockLifter, Arcane Levitator
Thaumcraft:blockMagicBox, tile.blockMagicBox.name
Thaumcraft:blockAlchemyFurnace, Advanced Alchemical Furnace
Thaumcraft:blockJar:0, Warded Jar
Thaumcraft:blockJar:1, Brain in a Jar
Thaumcraft:blockJar:3, Void Jar
Thaumcraft:blockCandle:0, White Tallow Candle
Thaumcraft:blockCandle:1, Orange Tallow Candle
Thaumcraft:blockCandle:2, Magenta Tallow Candle
Thaumcraft:blockCandle:3, Light Blue Tallow Candle
Thaumcraft:blockCandle:4, Yellow Tallow Candle
Thaumcraft:blockCandle:5, Lime Tallow Candle
Thaumcraft:blockCandle:6, Pink Tallow Candle
Thaumcraft:blockCandle:7, Gray Tallow Candle
Thaumcraft:blockCandle:8, Light Gray Tallow Candle
Thaumcraft:blockCandle:9, Cyan Tallow Candle
Thaumcraft:blockCandle:10, Purple Tallow Candle
Thaumcraft:blockCandle:11, Blue Tallow Candle
Thaumcraft:blockCandle:12, Brown Tallow Candle
Thaumcraft:blockCandle:13, Green Tallow Candle
Thaumcraft:blockCandle:14, Red Tallow Candle
Thaumcraft:blockCandle:15, Black Tallow Candle
Thaumcraft:blockEldritch:4, Glowing Crusted Stone
Thaumcraft:blockAiry:0, Aura Node
Thaumcraft:blockManaPod, tile.blockManaPod.name
Thaumcraft:blockArcaneFurnace, Infernal Furnace
Thaumcraft:blockWarded, tile.blockWarded.name
Thaumcraft:blockHole, Empty Space
Thaumcraft:blockPortalEldritch, Eldritch Portal
Thaumcraft:blockEssentiaReservoir:0, Essentia Reservoir
Thaumcraft:blockEldritchNothing, tile.blockPortalNothing.name
Thaumcraft:blockStairsArcaneStone, Arcane Stone Stairs
Thaumcraft:blockStairsGreatwood, Greatwood Stairs
Thaumcraft:blockStairsSilverwood, Silverwood Stairs
Thaumcraft:blockStairsEldritch, Ancient Stone Stairs
Thaumcraft:blockCosmeticSlabWood:0, Greatwood Slab
Thaumcraft:blockCosmeticSlabWood:1, Silverwood Slab
Thaumcraft:blockCosmeticSlabStone:0, Arcane Stone Slab
Thaumcraft:blockCosmeticSlabStone:1, Ancient Stone Slab
Thaumcraft:blockCosmeticDoubleSlabWood, tile.blockCosmeticDoubleSlabWood.name
Thaumcraft:blockCosmeticDoubleSlabStone, tile.blockCosmeticDoubleSlabStone.name
Thaumcraft:blockLootUrn:0, Old Urn
Thaumcraft:blockLootUrn:1, Old Urn
Thaumcraft:blockLootUrn:2, Old Urn
Thaumcraft:blockLootCrate:0, Abandoned Crate
Thaumcraft:blockLootCrate:1, Abandoned Crate
Thaumcraft:blockLootCrate:2, Abandoned Crate
BuildCraft|Core:eternalSpring:0, Water Spring
BuildCraft|Core:eternalSpring:1, Oil Spring
BuildCraft|Core:buildToolBlock, tile.buildToolBlock.name
BuildCraft|Core:engineBlock:0, Redstone Engine
BuildCraft|Core:engineBlock:1, Stirling Engine
BuildCraft|Core:engineBlock:2, Combustion Engine
BuildCraft|Core:engineBlock:3, Creative Engine
BuildCraft|Core:markerBlock, Land Mark
BuildCraft|Core:pathMarkerBlock, Path Mark
BuildCraft|Energy:blockOil, Oil
BuildCraft|Energy:blockFuel, Fuel
BuildCraft|Energy:blockRedPlasma, tile.blockRedPlasma.name
ActuallyAdditions:blockFireworkBox, Firework Box
ActuallyAdditions:blockMiner, Vertical Digger
ActuallyAdditions:blockBookStand, Manual Stand
ActuallyAdditions:blockAtomicReconstructor, Atomic Reconstructor
ActuallyAdditions:blockCrystal:0, Restonia Crystal Block
ActuallyAdditions:blockCrystal:1, Palis Crystal Block
ActuallyAdditions:blockCrystal:2, Diamatine Crystal Block
ActuallyAdditions:blockCrystal:3, Void Crystal Block
ActuallyAdditions:blockCrystal:4, Emeradic Crystal Block
ActuallyAdditions:blockCrystal:5, Enori Crystal Block
ActuallyAdditions:blockBlackLotus, Black Lotus
ActuallyAdditions:blockLaserRelay, Laser Relay
ActuallyAdditions:blockRangedCollector, Ranged Collector
ActuallyAdditions:blockDirectionalBreaker, Long-Range Breaker
ActuallyAdditions:blockLeafGenerator, Leaf-Eating Generator
ActuallyAdditions:blockSmileyCloud, Smiley Cloud
ActuallyAdditions:blockXPSolidifier, Experience Solidifier
ActuallyAdditions:blockTestifiBucksGreenWall, Ethetic Green Block
ActuallyAdditions:blockTestifiBucksWhiteWall, Ethetic Quartz
ActuallyAdditions:blockTestifiBucksGreenStairs, Ethetic Green Stairs
ActuallyAdditions:blockTestifiBucksWhiteStairs, Ethetic Quartz Stairs
ActuallyAdditions:blockTestifiBucksGreenSlab, Ethetic Green Slab
ActuallyAdditions:blockTestifiBucksWhiteSlab, Ethetic Quartz Slab
ActuallyAdditions:blockTestifiBucksGreenFence, Ethetic Green Wall
ActuallyAdditions:blockTestifiBucksWhiteFence, Ethetic Quartz Wall
ActuallyAdditions:blockColoredLamp:0, White Lamp
ActuallyAdditions:blockColoredLamp:1, Orange Lamp
ActuallyAdditions:blockColoredLamp:2, Magenta Lamp
ActuallyAdditions:blockColoredLamp:3, Light Blue Lamp
ActuallyAdditions:blockColoredLamp:4, Yellow Lamp
ActuallyAdditions:blockColoredLamp:5, Lime Lamp
ActuallyAdditions:blockColoredLamp:6, Pink Lamp
ActuallyAdditions:blockColoredLamp:7, Gray Lamp
ActuallyAdditions:blockColoredLamp:8, Light Gray Lamp
ActuallyAdditions:blockColoredLamp:9, Cyan Lamp
ActuallyAdditions:blockColoredLamp:10, Purple Lamp
ActuallyAdditions:blockColoredLamp:11, Blue Lamp
ActuallyAdditions:blockColoredLamp:12, Brown Lamp
ActuallyAdditions:blockColoredLamp:13, Green Lamp
ActuallyAdditions:blockColoredLamp:14, Red Lamp
ActuallyAdditions:blockColoredLamp:15, Black Lamp
ActuallyAdditions:blockColoredLampOn:0, White Lamp (On)
ActuallyAdditions:blockColoredLampOn:1, Orange Lamp (On)
ActuallyAdditions:blockColoredLampOn:2, Magenta Lamp (On)
ActuallyAdditions:blockColoredLampOn:3, Light Blue Lamp (On)
ActuallyAdditions:blockColoredLampOn:4, Yellow Lamp (On)
ActuallyAdditions:blockColoredLampOn:5, Lime Lamp (On)
ActuallyAdditions:blockColoredLampOn:6, Pink Lamp (On)
ActuallyAdditions:blockColoredLampOn:7, Gray Lamp (On)
ActuallyAdditions:blockColoredLampOn:8, Light Gray Lamp (On)
ActuallyAdditions:blockColoredLampOn:9, Cyan Lamp (On)
ActuallyAdditions:blockColoredLampOn:10, Purple Lamp (On)
ActuallyAdditions:blockColoredLampOn:11, Blue Lamp (On)
ActuallyAdditions:blockColoredLampOn:12, Brown Lamp (On)
ActuallyAdditions:blockColoredLampOn:13, Green Lamp (On)
ActuallyAdditions:blockColoredLampOn:14, Red Lamp (On)
ActuallyAdditions:blockColoredLampOn:15, Black Lamp (On)
ActuallyAdditions:blockLampPowerer, Lamp Controller
ActuallyAdditions:blockTreasureChest, Treasure Chest
ActuallyAdditions:blockEnergizer, Energizer
